ID-model,GO:0008150,GO:0070647,GO:0016567,GO:0032446,GO:1901137,GO:0006796,GO:0006793,GO:1901135,GO:0044723,GO:0007600,GO:0055086,GO:0019637,GO:0006464,GO:0036211,GO:0006811,GO:0071822,GO:0005975,GO:0043436,GO:0006082,GO:0019752,GO:0043412,GO:0009605,GO:0055114,GO:0044281,GO:0048608,GO:0061458,GO:0045859,GO:0006508,GO:0006139,GO:0019439,GO:0043549,GO:0044710,GO:0006955,GO:0033554,GO:0009967,GO:0034655,GO:0042594,GO:0010647,GO:0023056,GO:1901361,GO:0044248,GO:0010740,GO:0044270,GO:0048584,GO:0046700,GO:0044265,GO:0031329,GO:0044267,GO:0006725,GO:0007399,GO:0009056,GO:0006140,GO:0051338,GO:0046483,GO:0001932,GO:0030587,GO:0055084,GO:1901564,GO:1901575,GO:0016070,GO:0046907,GO:0034645,GO:0009966,GO:0043933,GO:0018130,GO:0042325,GO:1901360,GO:0048513,GO:0030582,GO:0000003,GO:0019438,GO:0075259,GO:1901576,GO:0009894,GO:0006996,GO:0019538,GO:0009059,GO:1901362,GO:0009058,GO:0019220,GO:0090304,GO:0051174,GO:0044249,GO:0048731,GO:0010646,GO:0051253,GO:0006357,GO:0051252,GO:0019954,GO:0006952,GO:0023051,GO:0050877,GO:0003006,GO:0010627,GO:0045934,GO:0042592,GO:0051172,GO:0016192,GO:0009057,GO:0034641,GO:0031667,GO:0051345,GO:0040011,GO:0007275,GO:0065008,GO:0032501,GO:0009991,GO:0044093,GO:0022414,GO:0044262,GO:0009968,GO:0010468,GO:0006355,GO:0019219,GO:0044711,GO:0044707,GO:0010648,GO:0023057,GO:0009653,GO:0048856,GO:2001141,GO:0022008,GO:0031324,GO:0051254,GO:0002376,GO:0060255,GO:0065009,GO:0048523,GO:0009888,GO:0031323,GO:0048583,GO:0009892,GO:0044237,GO:0003008,GO:0010605,GO:0051171,GO:0044260,GO:0032502,GO:0080090,GO:0051239,GO:0050790,GO:0043408,GO:2000112,GO:0065007,GO:0032879,GO:0044271,GO:0050794,GO:0006807,GO:0065003,GO:0019222,GO:1901566,GO:0010556,GO:0048519,GO:0071840,GO:0008104,GO:0043085,GO:0051649,GO:0044238,GO:0031399,GO:0009889,GO:0016043,GO:0022603,GO:0048585,GO:0050789,GO:0031326,GO:0045892,GO:0040012,GO:0010558,GO:0008152,GO:0044767,GO:0071704,GO:0051336,GO:0048468,GO:0010629,GO:0042221,GO:0048878,GO:0031327,GO:0009890,GO:0023052,GO:0044700,GO:0042127,GO:0007165,GO:0051716,GO:0045893,GO:0032269,GO:0050896,GO:0007154,GO:0044092,GO:0043170,GO:0006950,GO:0030154,GO:0045935,GO:0010467,GO:0051173,GO:0048869,GO:0010628,GO:0010557,GO:2000113,GO:0051248,GO:0031328,GO:0009891,GO:0080134,GO:0006810,GO:0051641,GO:0030097,GO:0044699,GO:0051246,GO:0048610,GO:0044765,GO:0002682,GO:0048522,GO:0000122,GO:0033036,GO:0050793,GO:0002520,GO:0051234,GO:0030334,GO:0032268,GO:0051049,GO:0048534,GO:0010604,GO:0033043,GO:0031325,GO:0048518,GO:0043254,GO:0051128,GO:0044763,GO:0051704,GO:0044085,GO:0051179,GO:2000145,GO:0009893,GO:0051130,GO:0009987,GO:2000026,GO:0045595,GO:0044087,GO:0022607,GO:0051270,GO:0051094,GO:0032101,GO:0010033,GO:0060429,GO:0002244,GO:0030855,GO:0060284,GO:0045184,GO:0051129,GO:0070887,GO:0009628,GO:0071702
120-1,NaN,0.96,0.96,0.96,0.93,0.87,0.87,0.86,0.89,0.89,0.90,0.83,0.85,0.85,0.90,0.80,0.87,0.92,0.91,0.91,0.86,0.84,0.89,0.82,0.89,0.89,0.64,0.94,0.89,0.88,0.65,0.82,0.85,0.78,0.77,0.88,0.94,0.77,0.77,0.88,0.82,0.79,0.87,0.77,0.87,0.90,0.87,0.85,0.90,0.68,0.80,0.93,0.62,0.90,0.66,0.99,0.99,0.89,0.80,0.89,0.66,0.79,0.78,0.79,0.93,0.65,0.89,0.70,0.98,0.83,0.93,0.98,0.85,0.82,0.83,0.78,0.83,0.93,0.85,0.80,0.90,0.80,0.84,0.67,0.77,0.85,0.86,0.85,0.96,0.69,0.77,0.83,0.84,0.78,0.85,0.51,0.85,0.75,0.74,0.88,0.88,0.83,0.73,0.71,0.61,0.74,0.84,0.78,0.82,0.86,0.68,0.77,0.87,0.78,0.94,0.73,0.68,0.68,0.67,0.67,0.87,0.58,0.73,0.80,0.70,0.69,0.69,0.69,0.73,0.72,0.72,0.72,0.74,0.75,0.73,0.77,0.74,0.71,0.71,0.63,0.74,0.74,0.81,0.69,0.60,0.89,0.70,0.83,0.72,0.68,0.97,0.81,0.68,0.63,0.70,0.80,0.61,0.74,0.62,0.80,0.62,0.53,0.69,0.69,0.80,0.84,0.66,0.82,0.72,0.70,0.73,0.73,0.54,0.81,0.58,0.69,0.82,0.82,0.67,0.67,0.68,0.69,0.61,0.79,0.59,0.64,0.65,0.64,0.73,0.66,0.65,0.72,0.64,0.71,0.63,0.78,0.78,0.81,0.53,0.77,0.77,0.63,0.76,0.59,0.63,0.68,0.64,0.69,0.74,0.62,0.69,0.80,0.70,0.53,0.61,0.74,0.72,0.66,0.52,0.61,0.72,0.65,0.67,0.65,0.56,0.58,0.60,0.63,0.69,0.73,0.71,0.66,0.74,0.58,0.61,0.63,0.60,0.63,0.69,0.61,0.62,0.59,0.65,0.49,0.66,0.56,0.58,0.56,0.47,0.41,0.77
120-2,NaN,0.69,0.79,0.83,0.69,0.88,0.88,0.71,0.57,0.60,0.83,0.81,0.76,0.76,0.87,0.48,0.77,0.66,0.72,0.68,0.75,0.53,0.59,0.70,0.50,0.50,0.54,0.60,0.72,0.72,0.64,0.68,0.70,0.60,0.54,0.74,0.50,0.54,0.54,0.72,0.69,0.50,0.74,0.53,0.74,0.55,0.63,0.74,0.73,0.60,0.69,0.68,0.62,0.81,0.54,0.50,0.50,0.72,0.65,0.62,0.58,0.60,0.69,0.48,0.67,0.56,0.73,0.60,0.50,0.50,0.67,0.50,0.58,0.62,0.77,0.65,0.60,0.67,0.58,0.61,0.63,0.61,0.56,0.63,0.68,0.62,0.71,0.77,0.50,0.64,0.68,0.64,0.50,0.51,0.62,0.53,0.62,0.57,0.56,0.70,0.50,0.66,0.50,0.62,0.52,0.65,0.50,0.64,0.50,0.50,0.50,0.71,0.76,0.75,0.50,0.65,0.50,0.52,0.61,0.61,0.76,0.51,0.59,0.62,0.59,0.66,0.62,0.57,0.59,0.68,0.64,0.60,0.67,0.62,0.57,0.74,0.69,0.67,0.68,0.49,0.69,0.50,0.73,0.63,0.51,0.65,0.63,0.66,0.48,0.66,0.50,0.73,0.57,0.63,0.64,0.67,0.61,0.62,0.52,0.73,0.64,0.50,0.50,0.64,0.73,0.63,0.49,0.59,0.63,0.58,0.62,0.58,0.50,0.63,0.53,0.55,0.59,0.59,0.60,0.60,0.59,0.59,0.54,0.61,0.50,0.57,0.58,0.67,0.63,0.59,0.57,0.61,0.60,0.61,0.56,0.59,0.64,0.62,0.50,0.61,0.63,0.50,0.73,0.64,0.50,0.63,0.61,0.50,0.71,0.60,0.58,0.48,0.64,0.52,0.50,0.73,0.50,0.58,0.50,0.50,0.64,0.50,0.60,0.62,0.50,0.52,0.55,0.52,0.47,0.73,0.50,0.64,0.50,0.51,0.50,0.54,0.50,0.48,0.53,0.50,0.50,0.64,0.58,0.50,0.50,0.50,0.53,0.50,0.52,0.50,0.53
120-3,NaN,0.52,0.54,0.54,0.50,0.63,0.63,0.52,0.50,0.50,0.57,0.57,0.62,0.62,0.85,0.50,0.50,0.55,0.67,0.55,0.63,0.49,0.57,0.63,0.50,0.50,0.50,0.53,0.51,0.53,0.50,0.62,0.50,0.50,0.49,0.55,0.50,0.49,0.49,0.54,0.52,0.50,0.55,0.49,0.55,0.50,0.50,0.64,0.56,0.50,0.51,0.50,0.50,0.73,0.48,0.50,0.50,0.56,0.51,0.52,0.50,0.49,0.53,0.50,0.49,0.47,0.53,0.50,0.50,0.50,0.49,0.50,0.48,0.50,0.58,0.61,0.49,0.49,0.48,0.47,0.51,0.47,0.48,0.50,0.53,0.60,0.61,0.71,0.50,0.54,0.53,0.50,0.50,0.50,0.60,0.54,0.60,0.50,0.50,0.52,0.50,0.50,0.50,0.58,0.53,0.56,0.50,0.50,0.50,0.50,0.50,0.70,0.70,0.66,0.50,0.56,0.50,0.50,0.50,0.50,0.70,0.50,0.54,0.56,0.50,0.64,0.50,0.50,0.50,0.62,0.54,0.55,0.62,0.50,0.57,0.65,0.61,0.58,0.62,0.52,0.50,0.50,0.68,0.64,0.52,0.49,0.61,0.52,0.50,0.65,0.50,0.67,0.50,0.55,0.50,0.50,0.54,0.59,0.48,0.68,0.55,0.50,0.50,0.65,0.68,0.60,0.53,0.57,0.61,0.50,0.61,0.50,0.50,0.63,0.48,0.50,0.57,0.57,0.59,0.59,0.58,0.55,0.58,0.54,0.50,0.57,0.58,0.50,0.58,0.54,0.52,0.54,0.49,0.54,0.52,0.53,0.58,0.59,0.50,0.52,0.58,0.50,0.66,0.53,0.50,0.61,0.49,0.50,0.67,0.61,0.52,0.49,0.50,0.50,0.50,0.67,0.50,0.46,0.50,0.50,0.59,0.50,0.52,0.58,0.50,0.50,0.57,0.50,0.50,0.65,0.54,0.59,0.50,0.50,0.50,0.50,0.50,0.50,0.54,0.50,0.50,0.49,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50
121-1,NaN,0.50,0.50,0.50,0.64,0.70,0.70,0.63,0.71,0.55,0.59,0.59,0.57,0.57,0.64,0.50,0.68,0.65,0.65,0.66,0.57,0.56,0.84,0.63,0.50,0.50,0.50,0.73,0.68,0.56,0.50,0.71,0.50,0.63,0.53,0.57,0.50,0.53,0.53,0.56,0.54,0.50,0.57,0.53,0.57,0.49,0.64,0.67,0.66,0.53,0.56,0.70,0.50,0.65,0.50,0.50,0.50,0.62,0.53,0.65,0.57,0.64,0.55,0.49,0.61,0.50,0.66,0.51,0.50,0.56,0.61,0.50,0.69,0.63,0.49,0.67,0.72,0.61,0.74,0.58,0.68,0.58,0.67,0.51,0.56,0.50,0.50,0.65,0.50,0.50,0.56,0.53,0.50,0.50,0.50,0.52,0.50,0.52,0.49,0.63,0.50,0.68,0.61,0.53,0.50,0.52,0.50,0.60,0.56,0.53,0.52,0.61,0.67,0.64,0.70,0.52,0.52,0.52,0.52,0.51,0.67,0.50,0.50,0.53,0.51,0.57,0.56,0.51,0.50,0.58,0.54,0.50,0.62,0.52,0.50,0.63,0.62,0.53,0.58,0.50,0.57,0.50,0.64,0.56,0.52,0.57,0.55,0.64,0.49,0.57,0.62,0.64,0.51,0.50,0.57,0.62,0.55,0.67,0.50,0.63,0.48,0.50,0.52,0.55,0.63,0.50,0.50,0.50,0.67,0.51,0.64,0.62,0.50,0.50,0.55,0.50,0.50,0.50,0.57,0.57,0.50,0.56,0.56,0.54,0.50,0.57,0.56,0.54,0.65,0.56,0.54,0.52,0.69,0.52,0.54,0.54,0.53,0.50,0.50,0.53,0.53,0.50,0.68,0.54,0.50,0.57,0.50,0.50,0.66,0.53,0.52,0.50,0.55,0.50,0.50,0.65,0.50,0.50,0.54,0.50,0.52,0.50,0.52,0.52,0.50,0.50,0.56,0.53,0.53,0.64,0.50,0.52,0.50,0.57,0.50,0.50,0.50,0.49,0.50,0.50,0.50,0.53,0.50,0.50,0.50,0.50,0.54,0.50,0.50,0.50,0.75
121-2,NaN,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.52,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.52,0.54,0.54,0.54,0.50,0.50,0.55,0.55,0.50,0.50,0.50,0.54,0.51,0.50,0.50,0.55,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.52,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.52,0.50,0.55,0.50,0.50,0.52,0.50,0.50,0.50,0.51,0.53,0.53,0.54,0.50,0.50,0.50,0.53,0.50,0.52,0.52,0.50,0.50,0.53,0.50,0.55,0.50,0.50,0.51,0.52,0.53,0.55,0.50,0.52,0.50,0.53,0.51,0.51,0.50,0.50,0.50,0.50,0.50,0.51,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.52,0.50,0.50,0.50,0.51,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.51,0.50,0.50,0.60,0.50,0.50,0.50,0.50,0.51,0.50,0.50,0.50,0.50,0.50,0.51,0.50,0.51,0.50,0.50,0.51,0.50,0.53,0.50,0.50,0.50,0.50,0.51,0.50,0.50,0.50,0.50,0.50,0.50,0.52,0.53,0.50,0.51,0.50,0.50,0.53,0.50,0.51,0.49,0.50,0.50,0.53,0.53,0.50,0.50,0.49,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.53,0.51,0.53,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.52,0.52,0.50,0.50,0.49,0.50,0.50,0.52,0.52,0.50,0.51,0.50,0.51,0.50,0.53,0.50,0.51,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.51,0.52,0.50,0.50,0.50,0.50,0.50,0.53,0.50,0.50,0.50,0.50,0.50,0.51,0.50,0.50,0.54,0.50,0.50,0.50,0.50,0.51,0.50,0.50,0.51,0.50,0.50,0.50,0.50,0.50,0.50,0.52,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50
121-3,NaN,0.50,0.50,0.50,0.64,0.72,0.71,0.66,0.73,0.65,0.69,0.68,0.56,0.56,0.69,0.55,0.73,0.72,0.72,0.74,0.55,0.56,0.83,0.68,0.50,0.50,0.50,0.73,0.73,0.66,0.50,0.75,0.50,0.63,0.53,0.64,0.50,0.53,0.53,0.66,0.59,0.50,0.64,0.53,0.64,0.54,0.64,0.66,0.72,0.53,0.60,0.70,0.50,0.71,0.50,0.50,0.50,0.67,0.58,0.71,0.53,0.67,0.55,0.53,0.68,0.50,0.72,0.51,0.50,0.62,0.68,0.50,0.71,0.63,0.56,0.66,0.74,0.68,0.77,0.58,0.71,0.58,0.72,0.52,0.55,0.53,0.53,0.67,0.50,0.50,0.56,0.58,0.50,0.50,0.53,0.52,0.53,0.54,0.52,0.68,0.50,0.68,0.61,0.53,0.53,0.53,0.50,0.60,0.62,0.53,0.52,0.61,0.69,0.65,0.64,0.53,0.52,0.52,0.51,0.52,0.69,0.50,0.52,0.53,0.51,0.57,0.56,0.52,0.50,0.59,0.54,0.51,0.65,0.57,0.52,0.65,0.62,0.52,0.59,0.50,0.57,0.50,0.66,0.56,0.52,0.63,0.54,0.69,0.50,0.59,0.65,0.66,0.52,0.53,0.53,0.62,0.55,0.67,0.50,0.65,0.52,0.54,0.52,0.55,0.65,0.54,0.50,0.53,0.68,0.51,0.65,0.61,0.50,0.53,0.59,0.50,0.53,0.53,0.56,0.56,0.50,0.55,0.56,0.54,0.50,0.60,0.55,0.53,0.65,0.56,0.53,0.52,0.71,0.52,0.53,0.54,0.53,0.54,0.50,0.53,0.53,0.50,0.70,0.53,0.50,0.59,0.50,0.50,0.68,0.53,0.51,0.50,0.52,0.52,0.50,0.67,0.50,0.50,0.54,0.50,0.52,0.50,0.51,0.52,0.50,0.51,0.58,0.56,0.53,0.66,0.50,0.51,0.50,0.58,0.50,0.50,0.50,0.49,0.50,0.50,0.50,0.53,0.50,0.50,0.50,0.50,0.49,0.50,0.53,0.50,0.78
122-1,NaN,0.53,0.55,0.55,0.60,0.70,0.70,0.62,0.60,0.70,0.65,0.59,0.60,0.60,0.69,0.55,0.64,0.72,0.72,0.74,0.62,0.57,0.53,0.73,0.53,0.53,0.60,0.73,0.69,0.57,0.60,0.71,0.54,0.58,0.53,0.53,0.50,0.53,0.53,0.57,0.53,0.50,0.53,0.53,0.53,0.49,0.67,0.70,0.69,0.52,0.57,0.70,0.59,0.68,0.60,0.50,0.50,0.66,0.55,0.67,0.57,0.60,0.60,0.53,0.63,0.60,0.69,0.53,0.50,0.51,0.63,0.50,0.69,0.66,0.59,0.70,0.62,0.63,0.75,0.64,0.71,0.64,0.72,0.53,0.59,0.53,0.52,0.58,0.50,0.54,0.59,0.60,0.52,0.50,0.53,0.50,0.53,0.49,0.48,0.65,0.50,0.50,0.61,0.55,0.49,0.56,0.50,0.50,0.51,0.54,0.58,0.57,0.60,0.59,0.74,0.56,0.58,0.58,0.54,0.54,0.60,0.50,0.53,0.56,0.51,0.57,0.58,0.55,0.55,0.58,0.59,0.52,0.68,0.59,0.53,0.59,0.66,0.54,0.58,0.50,0.62,0.50,0.58,0.58,0.52,0.59,0.59,0.66,0.50,0.57,0.71,0.58,0.55,0.54,0.57,0.50,0.55,0.69,0.58,0.57,0.54,0.50,0.56,0.58,0.57,0.54,0.50,0.53,0.69,0.53,0.67,0.62,0.50,0.53,0.57,0.50,0.53,0.53,0.57,0.57,0.50,0.57,0.53,0.57,0.55,0.61,0.57,0.54,0.66,0.58,0.51,0.55,0.63,0.55,0.51,0.57,0.56,0.53,0.54,0.56,0.56,0.53,0.61,0.53,0.50,0.58,0.56,0.50,0.60,0.50,0.52,0.50,0.56,0.50,0.50,0.59,0.50,0.57,0.54,0.50,0.54,0.50,0.53,0.52,0.50,0.51,0.54,0.59,0.53,0.59,0.50,0.53,0.50,0.57,0.50,0.50,0.53,0.53,0.50,0.50,0.50,0.55,0.50,0.50,0.50,0.50,0.54,0.54,0.49,0.49,0.63
124-1,NaN,0.94,0.92,0.90,0.81,0.93,0.92,0.72,0.53,0.79,0.83,0.81,0.77,0.77,0.72,0.72,0.54,0.63,0.63,0.66,0.75,0.61,0.85,0.61,0.92,0.92,0.67,0.83,0.58,0.74,0.68,0.70,0.66,0.83,0.69,0.74,0.98,0.69,0.69,0.74,0.60,0.72,0.74,0.68,0.74,0.61,0.56,0.72,0.61,0.62,0.60,0.57,0.66,0.62,0.70,0.99,0.99,0.65,0.58,0.57,0.79,0.57,0.66,0.79,0.54,0.70,0.59,0.51,0.99,0.39,0.53,0.99,0.59,0.51,0.65,0.68,0.47,0.53,0.58,0.65,0.60,0.65,0.56,0.53,0.65,0.74,0.81,0.77,0.99,0.71,0.65,0.76,0.82,0.62,0.74,0.58,0.74,0.77,0.61,0.61,0.89,0.65,0.48,0.51,0.64,0.61,0.86,0.67,0.40,0.69,0.67,0.72,0.78,0.73,0.71,0.60,0.67,0.67,0.48,0.53,0.78,0.62,0.70,0.76,0.63,0.69,0.63,0.63,0.54,0.67,0.63,0.69,0.57,0.74,0.70,0.72,0.62,0.53,0.66,0.62,0.57,0.58,0.74,0.65,0.62,0.55,0.58,0.57,0.74,0.69,0.75,0.74,0.63,0.60,0.70,0.64,0.76,0.53,0.72,0.73,0.60,0.66,0.59,0.62,0.73,0.76,0.74,0.74,0.57,0.52,0.57,0.55,0.56,0.79,0.49,0.50,0.74,0.74,0.63,0.63,0.63,0.63,0.56,0.78,0.67,0.52,0.64,0.66,0.54,0.47,0.51,0.74,0.47,0.74,0.50,0.77,0.76,0.76,0.62,0.73,0.74,0.59,0.68,0.74,0.70,0.58,0.68,0.48,0.75,0.66,0.67,0.72,0.69,0.58,0.55,0.64,0.70,0.68,0.57,0.70,0.74,0.67,0.72,0.66,0.67,0.69,0.54,0.45,0.72,0.61,0.69,0.73,0.73,0.48,0.58,0.56,0.60,0.69,0.71,0.60,0.60,0.53,0.52,0.50,0.53,0.62,0.70,0.63,0.55,0.36,0.47
124-2,NaN,0.79,0.77,0.82,0.55,0.34,0.34,0.48,0.48,0.65,0.54,0.47,0.59,0.59,0.59,0.57,0.49,0.51,0.51,0.57,0.59,0.54,0.64,0.50,0.91,0.91,0.67,0.62,0.38,0.58,0.67,0.57,0.66,0.63,0.65,0.55,0.99,0.65,0.65,0.57,0.50,0.65,0.55,0.65,0.55,0.62,0.57,0.49,0.42,0.64,0.53,0.62,0.65,0.42,0.71,0.99,0.99,0.59,0.52,0.46,0.73,0.46,0.65,0.62,0.42,0.71,0.41,0.51,0.99,0.34,0.43,0.99,0.46,0.51,0.55,0.50,0.39,0.42,0.45,0.64,0.41,0.64,0.39,0.53,0.64,0.70,0.71,0.64,0.99,0.68,0.65,0.68,0.79,0.61,0.70,0.59,0.69,0.81,0.64,0.46,0.91,0.68,0.33,0.51,0.57,0.60,0.88,0.65,0.35,0.68,0.64,0.61,0.61,0.63,0.57,0.60,0.64,0.64,0.51,0.53,0.64,0.62,0.70,0.55,0.63,0.60,0.62,0.64,0.54,0.62,0.62,0.65,0.47,0.65,0.65,0.62,0.49,0.54,0.59,0.63,0.57,0.57,0.62,0.65,0.62,0.44,0.62,0.44,0.61,0.61,0.66,0.62,0.62,0.57,0.61,0.63,0.71,0.44,0.70,0.62,0.57,0.65,0.58,0.62,0.62,0.64,0.76,0.68,0.48,0.53,0.47,0.55,0.55,0.67,0.43,0.52,0.69,0.69,0.63,0.63,0.66,0.62,0.55,0.55,0.65,0.41,0.60,0.66,0.45,0.42,0.50,0.62,0.36,0.62,0.50,0.55,0.57,0.66,0.60,0.56,0.57,0.60,0.52,0.70,0.71,0.56,0.60,0.42,0.53,0.65,0.64,0.71,0.61,0.57,0.54,0.52,0.70,0.66,0.55,0.71,0.61,0.62,0.64,0.61,0.62,0.61,0.52,0.45,0.64,0.50,0.70,0.63,0.58,0.44,0.58,0.58,0.54,0.61,0.72,0.62,0.58,0.59,0.50,0.50,0.49,0.62,0.66,0.66,0.54,0.30,0.44
124-3,NaN,0.94,0.92,0.90,0.81,0.92,0.92,0.71,0.53,0.79,0.83,0.81,0.78,0.78,0.71,0.73,0.54,0.63,0.63,0.66,0.75,0.61,0.84,0.60,0.92,0.92,0.67,0.84,0.58,0.72,0.66,0.69,0.66,0.83,0.69,0.72,0.98,0.69,0.69,0.72,0.62,0.72,0.71,0.68,0.71,0.62,0.56,0.72,0.61,0.62,0.61,0.57,0.65,0.62,0.70,0.99,0.99,0.65,0.60,0.56,0.79,0.57,0.66,0.80,0.54,0.70,0.59,0.51,0.99,0.39,0.53,0.99,0.59,0.51,0.66,0.68,0.47,0.53,0.58,0.64,0.60,0.64,0.56,0.51,0.65,0.74,0.81,0.77,0.99,0.71,0.65,0.76,0.82,0.62,0.74,0.58,0.74,0.76,0.62,0.61,0.89,0.65,0.48,0.49,0.64,0.60,0.86,0.67,0.40,0.69,0.67,0.72,0.78,0.73,0.71,0.59,0.67,0.67,0.48,0.51,0.78,0.62,0.71,0.76,0.62,0.69,0.63,0.63,0.54,0.67,0.63,0.69,0.56,0.74,0.70,0.72,0.62,0.52,0.66,0.62,0.56,0.58,0.74,0.64,0.62,0.55,0.57,0.57,0.75,0.69,0.74,0.74,0.63,0.60,0.71,0.64,0.77,0.53,0.71,0.73,0.61,0.66,0.59,0.61,0.73,0.76,0.74,0.74,0.56,0.52,0.56,0.55,0.56,0.79,0.49,0.50,0.74,0.74,0.64,0.64,0.63,0.66,0.60,0.78,0.67,0.52,0.64,0.67,0.54,0.47,0.50,0.74,0.47,0.74,0.48,0.77,0.76,0.76,0.63,0.73,0.74,0.59,0.67,0.75,0.70,0.58,0.68,0.48,0.75,0.66,0.67,0.72,0.69,0.58,0.55,0.64,0.70,0.67,0.57,0.70,0.74,0.67,0.72,0.66,0.67,0.69,0.55,0.45,0.72,0.60,0.69,0.73,0.73,0.48,0.58,0.56,0.60,0.70,0.71,0.60,0.60,0.53,0.52,0.50,0.53,0.63,0.71,0.63,0.55,0.36,0.40
125-1,NaN,0.96,0.94,0.94,0.93,0.88,0.87,0.86,0.88,0.92,0.86,0.81,0.85,0.85,0.89,0.76,0.87,0.92,0.91,0.92,0.87,0.81,0.86,0.83,0.86,0.86,0.68,0.91,0.81,0.87,0.70,0.82,0.79,0.77,0.78,0.87,0.96,0.78,0.78,0.87,0.81,0.70,0.87,0.78,0.87,0.90,0.83,0.83,0.83,0.71,0.79,0.91,0.65,0.80,0.68,0.98,0.98,0.87,0.77,0.79,0.63,0.80,0.76,0.76,0.87,0.66,0.82,0.70,0.98,0.83,0.88,0.98,0.86,0.80,0.78,0.78,0.84,0.87,0.86,0.76,0.82,0.76,0.85,0.69,0.75,0.80,0.82,0.82,0.96,0.67,0.75,0.79,0.73,0.71,0.80,0.55,0.80,0.73,0.76,0.81,0.89,0.80,0.72,0.70,0.63,0.73,0.86,0.76,0.80,0.84,0.68,0.74,0.82,0.78,0.94,0.73,0.68,0.68,0.64,0.66,0.82,0.54,0.66,0.73,0.70,0.69,0.67,0.69,0.62,0.73,0.71,0.67,0.74,0.72,0.69,0.76,0.74,0.71,0.71,0.62,0.73,0.64,0.77,0.68,0.59,0.83,0.69,0.80,0.64,0.69,0.97,0.76,0.68,0.61,0.71,0.79,0.62,0.74,0.62,0.76,0.59,0.49,0.67,0.67,0.76,0.79,0.51,0.78,0.73,0.67,0.73,0.70,0.49,0.76,0.64,0.67,0.78,0.78,0.68,0.68,0.64,0.69,0.62,0.71,0.46,0.66,0.65,0.65,0.73,0.66,0.62,0.67,0.58,0.68,0.61,0.70,0.71,0.77,0.50,0.69,0.69,0.58,0.75,0.61,0.53,0.68,0.61,0.57,0.76,0.61,0.65,0.77,0.71,0.58,0.53,0.74,0.57,0.62,0.39,0.51,0.67,0.65,0.62,0.61,0.64,0.61,0.59,0.64,0.69,0.73,0.59,0.62,0.70,0.58,0.62,0.60,0.59,0.64,0.57,0.62,0.54,0.60,0.54,0.49,0.55,0.52,0.63,0.56,0.50,0.41,0.82
125-2,NaN,0.78,0.84,0.84,0.87,0.79,0.79,0.75,0.92,0.84,0.82,0.76,0.78,0.78,0.83,0.67,0.86,0.86,0.86,0.85,0.76,0.59,0.78,0.78,0.50,0.50,0.58,0.75,0.84,0.75,0.58,0.77,0.80,0.71,0.64,0.74,0.57,0.64,0.64,0.75,0.72,0.52,0.73,0.65,0.73,0.61,0.70,0.83,0.80,0.55,0.72,0.74,0.57,0.79,0.57,0.49,0.49,0.75,0.72,0.76,0.57,0.82,0.67,0.73,0.74,0.57,0.79,0.53,0.49,0.64,0.74,0.49,0.79,0.68,0.68,0.81,0.84,0.73,0.83,0.65,0.79,0.65,0.81,0.54,0.66,0.63,0.53,0.70,0.49,0.74,0.67,0.68,0.47,0.52,0.63,0.55,0.62,0.59,0.60,0.77,0.59,0.72,0.65,0.61,0.56,0.61,0.58,0.65,0.63,0.74,0.59,0.64,0.72,0.69,0.78,0.60,0.59,0.59,0.48,0.53,0.72,0.44,0.56,0.57,0.63,0.60,0.61,0.57,0.57,0.65,0.62,0.55,0.72,0.65,0.56,0.68,0.71,0.58,0.62,0.53,0.59,0.50,0.70,0.62,0.50,0.68,0.64,0.76,0.59,0.60,0.76,0.70,0.56,0.61,0.62,0.66,0.57,0.74,0.54,0.68,0.61,0.50,0.59,0.62,0.68,0.60,0.48,0.63,0.69,0.53,0.70,0.63,0.55,0.56,0.56,0.57,0.62,0.62,0.56,0.56,0.50,0.59,0.59,0.58,0.47,0.63,0.57,0.51,0.70,0.59,0.59,0.54,0.73,0.54,0.58,0.58,0.56,0.58,0.51,0.55,0.55,0.53,0.71,0.58,0.50,0.63,0.54,0.49,0.71,0.58,0.55,0.48,0.65,0.52,0.52,0.70,0.48,0.56,0.49,0.52,0.54,0.52,0.52,0.53,0.54,0.53,0.64,0.66,0.60,0.69,0.48,0.51,0.56,0.60,0.50,0.50,0.58,0.57,0.48,0.52,0.50,0.53,0.59,0.50,0.61,0.47,0.50,0.48,0.46,0.42,0.79
