ID-model,GO:0003674,GO:0008527,GO:0016874,GO:0016881,GO:0016879,GO:0019787,GO:0004842,GO:0008509,GO:0016746,GO:0016747,GO:0004674,GO:0004672,GO:0016773,GO:0016301,GO:0016772,GO:0004930,GO:0042578,GO:0016887,GO:0000982,GO:0001077,GO:0016462,GO:0016818,GO:0005216,GO:0015267,GO:0022803,GO:0022838,GO:0017111,GO:0016817,GO:0015075,GO:0003700,GO:0001071,GO:0004888,GO:0016740,GO:0016788,GO:0038023,GO:0022891,GO:0004872,GO:0022857,GO:0003677,GO:0001228,GO:0000981,GO:0016491,GO:0022892,GO:0005198,GO:0004871,GO:0060089,GO:0003823,GO:0043565,GO:0008233,GO:0000977,GO:0001012,GO:0016787,GO:0008324,GO:0022836,GO:0022839,GO:0005215,GO:0046872,GO:0070011,GO:0000976,GO:0005261,GO:0003676,GO:0000987,GO:0001159,GO:0003824,GO:0046873,GO:0000978,GO:0022890,GO:0001067,GO:0000975,GO:0044212,GO:0043169,GO:1901363,GO:0097159,GO:0008047,GO:0042803,GO:0036094,GO:0043167,GO:0008092,GO:0030234,GO:0043168,GO:0031267,GO:0017016,GO:0003723,GO:0051020,GO:0005543,GO:0005488,GO:0042802,GO:0003729,GO:0008289,GO:0015631,GO:0005515,GO:0003682,GO:0046983,GO:0005102,GO:0032403,GO:0019899,GO:0030674,GO:0060090,GO:0046982,GO:0031625,GO:0044389,GO:0043566,GO:0031490,GO:0019901,GO:0019900,GO:0019904
73-3,NaN,0.97,0.95,0.98,0.97,0.99,0.69,0.99,0.93,0.93,0.96,0.86,0.85,0.85,0.80,0.96,0.91,0.76,0.93,0.50,0.78,0.77,0.85,0.87,0.87,0.87,0.79,0.76,0.88,0.90,0.87,0.90,0.70,0.84,0.88,0.84,0.87,0.84,0.79,0.89,0.90,0.92,0.83,0.72,0.85,0.81,0.84,0.81,0.78,0.77,0.81,0.66,0.83,0.89,0.89,0.79,0.71,0.77,0.82,0.85,0.75,0.59,0.76,0.59,0.83,0.50,0.83,0.78,0.78,0.71,0.61,0.62,0.60,0.59,0.50,0.57,0.60,0.74,0.59,0.72,0.75,0.76,0.74,0.76,0.71,0.52,0.49,0.64,0.63,0.79,0.59,0.58,0.53,0.64,0.63,0.53,0.50,0.54,0.50,0.50,0.66,0.52,0.49,0.54,0.58,0.59
74-1,NaN,1.00,0.99,0.91,0.91,0.91,0.99,NaN,1.00,1.00,0.92,0.93,0.93,0.95,0.90,1.00,1.00,0.82,0.65,0.57,0.88,0.88,0.99,0.99,0.99,0.99,0.88,0.88,0.99,0.92,0.92,1.00,0.95,0.87,1.00,0.89,0.99,0.89,0.91,0.57,0.69,0.99,0.88,1.00,1.00,1.00,0.80,0.75,0.77,0.61,0.61,0.84,0.74,0.65,0.65,0.81,0.82,0.73,0.62,0.66,0.88,0.50,0.50,0.89,0.66,0.50,0.66,0.61,0.61,0.61,0.69,0.80,0.79,0.56,0.54,0.46,0.68,0.59,0.62,0.75,0.62,0.62,0.78,0.59,0.57,0.60,0.53,0.68,0.61,0.49,0.65,0.69,0.47,0.67,0.56,0.57,0.49,0.49,0.47,0.59,0.59,0.56,0.49,0.46,0.55,0.71
74-2,NaN,0.83,0.95,0.90,0.90,0.90,0.89,0.59,0.87,0.90,0.91,0.96,0.96,0.96,0.99,1.00,0.94,0.87,0.50,0.50,0.93,0.93,0.73,0.73,0.73,0.73,0.93,0.93,0.79,0.94,0.94,0.99,0.97,0.93,0.99,0.77,0.95,0.91,0.95,0.50,0.65,1.00,0.77,0.84,0.97,0.97,0.83,0.75,0.82,0.50,0.50,0.89,0.84,0.71,0.71,0.90,0.81,0.78,0.50,0.80,0.89,0.50,0.50,0.89,0.87,0.50,0.87,0.51,0.51,0.51,0.74,0.81,0.80,0.62,0.47,0.65,0.65,0.68,0.59,0.71,0.59,0.59,0.82,0.58,0.55,0.67,0.52,0.63,0.53,0.54,0.70,0.58,0.48,0.68,0.52,0.56,0.56,0.56,0.48,0.50,0.50,0.48,0.49,0.51,0.55,0.49
75-1,NaN,1.00,0.99,1.00,1.00,1.00,1.00,0.98,0.84,0.84,0.98,0.99,0.99,0.99,0.99,1.00,0.95,0.96,0.94,NaN,0.96,0.96,1.00,1.00,1.00,1.00,0.96,0.96,0.99,0.83,0.83,1.00,0.97,0.95,1.00,0.99,1.00,0.99,0.94,NaN,0.93,0.99,0.99,0.82,1.00,1.00,NaN,0.71,0.83,0.77,0.77,0.89,0.99,0.98,0.98,0.96,0.80,0.83,0.62,1.00,0.86,0.42,0.42,0.90,0.98,0.43,0.97,0.70,0.68,0.68,0.75,0.77,0.77,0.67,0.60,0.78,0.56,0.71,0.79,0.70,0.81,0.81,0.87,0.85,0.88,0.72,0.47,0.71,0.86,NaN,0.64,0.82,0.62,0.70,0.54,0.78,0.65,0.65,0.55,0.66,0.66,0.35,0.48,0.45,0.99,0.45
75-2,NaN,1.00,0.97,0.98,0.98,0.98,0.98,1.00,0.94,0.94,0.98,0.98,0.98,0.99,0.99,1.00,0.99,0.97,0.89,0.88,0.97,0.97,0.96,0.96,0.96,0.96,0.97,0.97,0.96,0.93,0.93,0.99,0.96,0.94,0.98,0.95,0.98,0.96,0.93,0.90,0.88,0.98,0.95,0.91,0.98,0.98,0.83,0.89,0.87,0.88,0.88,0.93,0.94,0.93,0.93,0.92,0.86,0.85,0.85,0.90,0.90,0.76,0.82,0.89,0.89,0.77,0.93,0.80,0.79,0.79,0.80,0.80,0.79,0.70,0.66,0.58,0.67,0.75,0.72,0.71,0.80,0.77,0.86,0.81,0.79,0.73,0.60,0.72,0.74,0.78,0.69,0.85,0.54,0.75,0.62,0.66,0.59,0.59,0.47,0.54,0.54,0.75,0.49,0.51,0.55,0.55
79-1,NaN,1.00,0.89,0.87,0.87,0.87,0.54,0.99,0.93,0.93,0.87,0.99,0.99,0.99,0.99,0.96,0.99,0.87,0.80,0.49,0.90,0.90,0.85,0.90,0.90,0.90,0.90,0.90,0.92,0.82,0.85,0.99,0.96,0.99,0.99,0.90,0.99,0.90,0.81,0.77,0.82,0.98,0.90,0.75,0.99,0.99,0.79,0.68,0.88,0.61,0.67,0.93,0.81,0.83,0.83,0.88,0.89,0.84,0.66,0.75,0.90,0.56,0.55,0.90,0.75,0.48,0.75,0.74,0.74,0.64,0.80,0.86,0.86,0.75,0.52,0.64,0.74,0.67,0.76,0.69,0.77,0.77,0.83,0.80,0.69,0.79,0.54,0.73,0.64,0.66,0.64,0.51,0.52,0.65,0.60,0.55,0.62,0.65,0.48,0.49,0.49,0.49,0.48,0.50,0.51,0.52
79-2,NaN,1.00,0.89,0.87,0.87,0.87,0.50,1.00,1.00,1.00,0.87,0.99,0.99,0.99,0.99,0.94,1.00,0.92,0.84,0.50,0.94,0.94,0.83,0.83,0.83,0.83,0.94,0.94,0.89,0.85,0.87,1.00,0.98,0.99,1.00,0.89,1.00,0.89,0.81,0.81,0.85,0.99,0.88,0.75,0.99,0.99,0.84,0.71,0.85,0.63,0.70,0.96,0.84,0.81,0.81,0.85,0.97,0.79,0.69,0.78,0.92,0.58,0.58,0.92,0.81,0.50,0.80,0.79,0.79,0.68,0.92,0.88,0.87,0.72,0.50,0.68,0.78,0.69,0.63,0.69,0.74,0.74,0.83,0.74,0.65,0.77,0.56,0.75,0.63,0.66,0.62,0.52,0.52,0.63,0.53,0.52,0.49,0.48,0.50,0.50,0.50,0.52,0.50,0.52,0.52,0.49
79-3,NaN,1.00,0.90,0.84,0.84,0.84,0.53,0.99,0.91,0.89,0.99,0.99,0.99,0.99,0.99,1.00,0.99,0.87,0.81,0.49,0.89,0.89,0.89,0.94,0.94,0.94,0.88,0.88,0.95,0.80,0.83,0.96,0.96,0.99,0.96,0.93,0.96,0.93,0.89,0.76,0.81,0.99,0.93,0.84,0.96,0.96,0.74,0.68,0.86,0.61,0.67,0.90,0.86,0.87,0.87,0.90,0.85,0.83,0.66,0.83,0.87,0.56,0.56,0.90,0.75,0.49,0.75,0.72,0.72,0.63,0.75,0.83,0.82,0.64,0.52,0.75,0.69,0.72,0.70,0.76,0.77,0.77,0.75,0.78,0.71,0.77,0.50,0.61,0.65,0.63,0.66,0.51,0.52,0.63,0.58,0.59,0.60,0.63,0.49,0.49,0.57,0.49,0.49,0.53,0.54,0.54
80-1,NaN,1.00,0.99,0.99,0.99,0.99,0.99,0.50,1.00,1.00,0.93,0.95,0.95,0.96,0.92,1.00,1.00,0.87,0.62,0.56,0.90,0.89,1.00,1.00,1.00,1.00,0.90,0.89,0.91,0.85,0.85,1.00,0.96,0.86,0.99,0.85,0.99,0.85,0.89,0.56,0.68,0.94,0.85,0.85,0.99,0.99,0.80,0.75,0.77,0.61,0.61,0.88,0.79,0.74,0.74,0.86,0.83,0.73,0.62,0.75,0.87,0.49,0.49,0.91,0.66,0.49,0.66,0.60,0.60,0.60,0.72,0.82,0.82,0.56,0.54,0.57,0.70,0.59,0.70,0.79,0.60,0.60,0.75,0.58,0.57,0.63,0.53,0.68,0.62,0.49,0.66,0.69,0.47,0.66,0.56,0.57,0.56,0.56,0.47,0.59,0.59,0.57,0.49,0.47,0.54,0.71
80-2,NaN,0.83,0.99,0.95,0.95,0.95,0.94,0.64,0.95,0.90,0.95,0.96,0.96,0.97,0.99,1.00,0.99,0.84,0.53,0.50,0.90,0.90,0.76,0.76,0.76,0.76,0.90,0.90,0.81,0.93,0.93,0.99,0.98,0.96,0.99,0.79,0.95,0.91,0.95,0.50,0.65,1.00,0.79,0.84,0.98,0.98,0.79,0.76,0.82,0.51,0.51,0.89,0.87,0.74,0.74,0.90,0.85,0.78,0.52,0.84,0.90,0.50,0.50,0.90,0.87,0.50,0.87,0.52,0.52,0.52,0.77,0.82,0.81,0.61,0.47,0.66,0.67,0.68,0.61,0.74,0.61,0.61,0.83,0.61,0.59,0.66,0.52,0.63,0.56,0.54,0.69,0.62,0.48,0.67,0.52,0.56,0.56,0.56,0.48,0.50,0.50,0.48,0.49,0.51,0.55,0.49
81-1,NaN,0.96,0.77,0.72,0.72,0.72,0.66,0.75,0.72,0.68,0.99,0.99,0.99,0.99,0.99,1.00,0.99,0.93,0.50,0.50,0.89,0.89,0.72,0.84,0.84,0.72,0.88,0.89,0.92,0.88,0.88,0.93,0.93,0.95,0.92,0.92,0.96,0.94,0.72,0.50,0.54,0.95,0.92,0.65,0.93,0.93,0.80,0.73,0.90,0.50,0.50,0.91,0.76,0.66,0.66,0.92,0.77,0.75,0.50,0.66,0.70,0.50,0.50,0.85,0.83,0.50,0.83,0.50,0.50,0.50,0.74,0.68,0.67,0.66,0.49,0.54,0.67,0.68,0.66,0.52,0.54,0.54,0.62,0.54,0.50,0.67,0.55,0.53,0.54,0.50,0.67,0.56,0.49,0.59,0.50,0.51,0.49,0.49,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50
81-2,NaN,0.96,0.77,0.72,0.72,0.72,0.66,0.75,0.72,0.68,0.99,0.99,0.99,0.99,0.99,1.00,0.99,0.93,0.50,0.50,0.89,0.89,0.72,0.84,0.84,0.72,0.88,0.89,0.92,0.88,0.88,0.93,0.93,0.95,0.92,0.92,0.96,0.94,0.72,0.50,0.54,0.95,0.92,0.65,0.93,0.93,0.80,0.73,0.90,0.50,0.50,0.91,0.76,0.66,0.66,0.92,0.77,0.75,0.50,0.66,0.70,0.50,0.50,0.85,0.83,0.50,0.83,0.50,0.50,0.50,0.74,0.68,0.67,0.66,0.49,0.54,0.67,0.68,0.66,0.52,0.54,0.54,0.62,0.54,0.50,0.67,0.55,0.53,0.54,0.50,0.67,0.56,0.49,0.59,0.50,0.51,0.49,0.49,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50
82-1,NaN,1.00,0.98,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.95,0.94,0.93,0.93,0.98,0.98,0.96,0.92,0.93,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.94,0.94,0.97,0.92,0.97,0.97,0.94,0.96,0.94,0.86,0.91,0.91,0.99,0.95,0.85,0.94,0.94,0.83,0.82,0.88,0.83,0.82,0.90,0.88,0.87,0.87,0.92,0.94,0.85,0.86,0.86,0.78,0.80,0.80,0.87,0.78,0.77,0.78,0.76,0.77,0.76,0.88,0.75,0.74,0.74,0.64,0.78,0.80,0.82,0.74,0.77,0.72,0.73,0.78,0.73,0.65,0.68,0.64,0.73,0.64,0.79,0.69,0.63,0.59,0.62,0.64,0.52,0.75,0.74,0.66,0.47,0.47,0.64,0.44,0.48,0.50,0.54
83-1,NaN,1.00,1.00,1.00,1.00,1.00,1.00,0.99,0.94,0.94,0.95,0.95,0.95,0.96,0.96,1.00,0.99,0.92,0.94,0.92,0.93,0.93,0.96,0.96,0.96,0.96,0.93,0.93,0.96,0.93,0.93,0.99,0.95,0.96,0.99,0.96,0.98,0.95,0.93,0.91,0.95,0.98,0.95,0.92,0.99,0.99,0.85,0.96,0.85,0.92,0.94,0.88,0.91,0.95,0.92,0.94,0.84,0.82,0.93,0.90,0.90,0.83,0.83,0.88,0.88,0.82,0.88,0.83,0.83,0.82,0.78,0.74,0.74,0.75,0.59,0.69,0.64,0.90,0.71,0.75,0.84,0.82,0.88,0.81,0.78,0.54,0.53,0.70,0.82,0.90,0.57,0.86,0.52,0.73,0.70,0.61,0.69,0.69,0.50,0.56,0.56,0.87,0.56,0.52,0.53,0.66
83-2,NaN,1.00,1.00,1.00,1.00,1.00,1.00,0.99,0.91,0.90,0.95,0.95,0.95,0.96,0.96,1.00,0.99,0.92,0.94,0.93,0.94,0.94,0.96,0.96,0.96,0.96,0.94,0.94,0.96,0.94,0.93,0.99,0.96,0.95,0.99,0.96,0.99,0.96,0.93,0.91,0.96,0.98,0.96,0.92,0.99,0.99,0.85,0.95,0.86,0.91,0.94,0.90,0.95,0.95,0.95,0.94,0.84,0.83,0.92,0.94,0.90,0.83,0.83,0.89,0.92,0.83,0.93,0.72,0.73,0.72,0.78,0.74,0.73,0.75,0.59,0.70,0.64,0.90,0.71,0.75,0.84,0.82,0.89,0.82,0.78,0.55,0.53,0.70,0.82,0.90,0.58,0.86,0.52,0.74,0.70,0.63,0.70,0.70,0.50,0.60,0.60,0.84,0.56,0.53,0.53,0.66
84-1,NaN,0.71,0.52,0.44,0.42,0.44,0.44,0.98,0.64,0.62,0.92,0.87,0.82,0.79,0.79,1.00,0.83,0.85,0.87,0.92,0.84,0.84,0.92,0.91,0.91,0.92,0.86,0.84,0.91,0.79,0.79,1.00,0.70,0.81,0.99,0.91,0.98,0.91,0.45,0.80,0.84,0.87,0.90,0.85,0.96,0.96,0.82,0.75,0.63,0.78,0.78,0.69,0.87,0.94,0.94,0.86,0.66,0.56,0.77,0.88,0.57,0.50,0.50,0.73,0.66,0.52,0.57,0.55,0.55,0.54,0.63,0.42,0.41,0.50,0.50,0.46,0.58,0.39,0.53,0.63,0.44,0.44,0.86,0.44,0.60,0.39,0.50,0.50,0.62,0.55,0.61,0.46,0.49,0.74,0.42,0.43,0.54,0.54,0.45,0.63,0.63,0.43,0.50,0.50,0.50,0.53
85-1,NaN,1.00,0.99,0.99,0.99,0.99,0.99,1.00,1.00,1.00,0.99,1.00,0.99,0.99,0.99,1.00,0.94,0.88,0.92,0.91,0.92,0.92,0.96,0.96,0.96,0.96,0.91,0.91,0.96,0.91,0.91,1.00,0.98,0.95,0.99,0.94,0.99,0.94,0.90,0.89,0.91,0.99,0.94,0.86,0.99,0.99,0.79,0.85,0.86,0.83,0.83,0.90,0.88,0.91,0.91,0.92,0.83,0.83,0.81,0.82,0.88,0.71,0.71,0.90,0.86,0.73,0.86,0.74,0.74,0.74,0.76,0.80,0.80,0.76,0.65,0.66,0.72,0.81,0.74,0.72,0.73,0.74,0.83,0.72,0.68,0.77,0.59,0.72,0.67,0.61,0.76,0.65,0.57,0.69,0.48,0.57,0.57,0.56,0.49,0.62,0.62,0.54,0.47,0.49,0.49,0.40
85-2,NaN,1.00,0.99,0.99,0.99,0.99,0.99,1.00,0.99,0.99,0.98,0.98,0.98,0.98,0.98,0.99,0.94,0.93,0.95,0.95,0.94,0.94,0.96,0.96,0.96,0.96,0.94,0.94,0.97,0.92,0.92,0.99,0.96,0.94,0.99,0.97,0.98,0.97,0.87,0.89,0.91,0.98,0.96,0.84,0.98,0.98,0.84,0.87,0.85,0.83,0.83,0.88,0.88,0.90,0.90,0.94,0.73,0.82,0.82,0.86,0.82,0.73,0.73,0.86,0.85,0.76,0.84,0.75,0.75,0.75,0.64,0.72,0.72,0.81,0.67,0.72,0.64,0.80,0.79,0.74,0.71,0.71,0.79,0.70,0.67,0.71,0.61,0.71,0.63,0.66,0.75,0.69,0.57,0.68,0.50,0.62,0.55,0.54,0.47,0.68,0.68,0.56,0.48,0.50,0.57,0.39
86-1,NaN,0.83,0.66,0.65,0.65,0.65,0.65,0.90,0.75,0.78,0.80,0.89,0.89,0.90,0.85,0.70,0.72,0.71,0.50,0.50,0.75,0.75,0.85,0.85,0.85,0.85,0.75,0.75,0.84,0.72,0.72,0.68,0.83,0.75,0.68,0.82,0.66,0.84,0.70,0.50,0.52,0.72,0.81,0.62,0.69,0.69,0.50,0.55,0.80,0.53,0.53,0.73,0.76,0.84,0.84,0.81,0.60,0.62,0.52,0.75,0.75,0.50,0.50,0.75,0.61,0.50,0.61,0.51,0.51,0.51,0.59,0.74,0.74,0.50,0.50,0.55,0.60,0.58,0.50,0.61,0.50,0.50,0.55,0.50,0.60,0.75,0.49,0.54,0.62,0.57,0.66,0.52,0.49,0.52,0.49,0.49,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50
86-2,NaN,0.83,0.66,0.65,0.65,0.65,0.65,0.90,0.75,0.78,0.80,0.89,0.89,0.90,0.85,0.70,0.72,0.71,0.50,0.50,0.75,0.75,0.85,0.85,0.85,0.85,0.75,0.75,0.84,0.72,0.72,0.68,0.83,0.75,0.68,0.82,0.66,0.84,0.70,0.50,0.52,0.72,0.81,0.62,0.69,0.69,0.50,0.55,0.80,0.53,0.53,0.73,0.76,0.84,0.84,0.81,0.60,0.62,0.52,0.75,0.75,0.50,0.50,0.75,0.61,0.50,0.61,0.51,0.51,0.51,0.59,0.74,0.74,0.50,0.50,0.55,0.60,0.58,0.50,0.61,0.50,0.50,0.55,0.50,0.60,0.75,0.49,0.54,0.62,0.57,0.66,0.52,0.49,0.52,0.49,0.49,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50
86-3,NaN,NaN,0.70,0.67,0.67,0.67,0.67,0.90,0.71,0.75,0.81,0.84,0.84,0.85,0.83,0.50,0.83,0.78,0.50,0.50,0.78,0.78,0.87,0.87,0.87,0.87,0.78,0.78,0.85,0.73,0.73,0.62,0.80,0.81,0.62,0.84,0.60,0.86,0.62,0.50,0.50,0.83,0.82,0.58,0.66,0.66,0.50,0.54,0.83,0.52,0.52,0.78,0.78,0.87,0.87,0.83,0.61,0.67,0.51,0.78,0.61,0.50,0.50,0.77,0.62,0.50,0.62,0.50,0.50,0.50,0.59,0.59,0.59,0.50,0.49,0.55,0.59,0.57,0.50,0.58,0.50,0.50,0.57,0.50,0.56,0.74,0.49,0.56,0.59,0.58,0.68,0.53,0.49,0.52,0.49,0.49,0.50,0.50,0.49,0.50,0.50,0.50,0.50,0.50,0.50,0.50
87-1,NaN,1.00,0.83,0.78,0.78,0.78,0.83,1.00,0.99,1.00,0.94,0.95,0.95,0.96,0.96,0.99,1.00,0.90,0.55,0.53,0.95,0.95,0.91,0.91,0.91,0.91,0.95,0.95,0.95,0.87,0.87,0.94,0.97,0.96,0.94,0.93,0.91,0.93,0.91,0.54,0.59,0.99,0.93,0.79,0.94,0.94,0.74,0.78,0.79,0.52,0.52,0.91,0.86,0.90,0.90,0.91,0.84,0.74,0.55,0.81,0.87,0.49,0.49,0.89,0.81,0.50,0.81,0.58,0.58,0.57,0.77,0.82,0.81,0.58,0.55,0.72,0.73,0.68,0.59,0.75,0.60,0.60,0.78,0.59,0.67,0.65,0.51,0.57,0.63,0.56,0.69,0.65,0.52,0.66,0.56,0.51,0.53,0.53,0.55,0.56,0.56,0.54,0.50,0.51,0.50,0.52
87-2,NaN,1.00,0.83,0.78,0.78,0.78,0.83,1.00,0.95,1.00,0.87,0.96,0.96,0.93,0.94,1.00,0.94,0.85,0.55,0.53,0.92,0.92,0.91,0.91,0.91,0.91,0.92,0.92,0.95,0.87,0.87,0.87,0.97,0.94,0.87,0.93,0.85,0.93,0.91,0.54,0.59,0.95,0.93,0.67,0.87,0.87,0.74,0.77,0.69,0.52,0.52,0.90,0.86,0.86,0.86,0.91,0.84,0.68,0.55,0.81,0.87,0.49,0.49,0.90,0.81,0.50,0.81,0.58,0.58,0.57,0.77,0.78,0.77,0.58,0.55,0.70,0.72,0.66,0.57,0.74,0.60,0.60,0.78,0.59,0.67,0.59,0.51,0.57,0.63,0.56,0.68,0.62,0.52,0.66,0.56,0.51,0.53,0.53,0.55,0.56,0.56,0.54,0.50,0.51,0.50,0.52
87-3,NaN,1.00,0.81,0.75,0.75,0.75,0.80,0.94,0.99,0.89,0.94,0.98,0.98,0.98,0.98,1.00,0.99,0.93,0.53,0.50,0.89,0.89,0.88,0.88,0.88,0.88,0.88,0.89,0.90,0.88,0.88,0.96,0.97,0.92,0.95,0.90,0.95,0.90,0.90,0.52,0.58,0.99,0.91,0.80,0.95,0.95,0.83,0.78,0.93,0.49,0.49,0.90,0.81,0.90,0.90,0.89,0.87,0.90,0.53,0.77,0.89,0.49,0.49,0.90,0.75,0.50,0.75,0.56,0.56,0.55,0.83,0.81,0.80,0.62,0.57,0.82,0.76,0.67,0.63,0.75,0.57,0.57,0.85,0.57,0.61,0.62,0.54,0.78,0.60,0.58,0.67,0.61,0.52,0.63,0.51,0.50,0.57,0.57,0.48,0.50,0.50,0.49,0.50,0.49,0.51,0.52
88-1,NaN,1.00,0.95,0.95,0.95,0.95,0.94,0.95,0.86,0.84,0.86,0.88,0.89,0.90,0.90,0.92,1.00,0.80,0.62,0.63,0.84,0.84,0.94,0.94,0.94,0.94,0.84,0.84,0.93,0.66,0.66,0.90,0.90,0.91,0.90,0.92,0.88,0.94,0.68,0.60,0.66,0.85,0.93,0.72,0.90,0.90,0.84,0.66,0.85,0.66,0.66,0.84,0.85,0.88,0.88,0.90,0.74,0.82,0.65,0.80,0.68,0.54,0.54,0.83,0.80,0.54,0.80,0.63,0.63,0.63,0.71,0.68,0.68,0.67,0.51,0.58,0.67,0.68,0.68,0.61,0.57,0.57,0.71,0.56,0.59,0.74,0.54,0.58,0.62,0.74,0.68,0.73,0.49,0.61,0.59,0.52,0.50,0.50,0.49,0.50,0.50,0.68,0.75,0.50,0.54,0.49
89-1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
89-2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
89-3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
91-1,NaN,NaN,0.90,0.90,0.90,0.90,0.91,0.50,0.49,0.49,NaN,NaN,NaN,NaN,NaN,NaN,0.50,0.48,0.49,0.50,0.63,0.63,0.49,0.49,0.49,0.49,0.63,0.63,0.49,0.63,0.63,1.00,0.55,0.47,1.00,0.49,0.98,0.49,0.50,0.50,0.55,NaN,0.48,0.45,0.71,0.71,0.50,0.51,0.72,0.49,0.49,0.64,0.50,0.50,0.50,0.48,NaN,0.72,0.54,0.50,0.52,0.49,0.49,0.66,0.50,0.49,0.50,0.55,0.55,0.52,0.94,0.56,0.54,0.45,0.48,0.80,0.74,0.47,0.41,0.78,0.49,0.49,0.97,0.49,0.47,0.64,0.47,NaN,0.45,0.47,0.59,0.52,0.47,0.53,0.48,0.53,0.48,0.48,0.49,0.50,0.50,0.58,0.50,0.64,0.64,0.47
91-2,NaN,NaN,0.90,0.90,0.90,0.90,0.90,0.50,0.49,0.49,NaN,NaN,NaN,NaN,NaN,NaN,0.50,0.48,0.49,0.50,0.63,0.63,0.49,0.49,0.49,0.49,0.63,0.63,0.49,0.65,0.65,1.00,0.54,0.47,0.99,0.49,0.98,0.49,0.51,0.50,0.55,NaN,0.48,0.45,0.84,0.84,0.50,0.51,0.71,0.49,0.49,0.64,0.50,0.50,0.50,0.48,NaN,0.71,0.54,0.50,0.52,0.49,0.49,0.64,0.50,0.49,0.50,0.55,0.55,0.51,0.92,0.56,0.55,0.45,0.48,0.78,0.71,0.47,0.41,0.76,0.49,0.49,0.95,0.49,0.47,0.59,0.47,NaN,0.45,0.47,0.56,0.53,0.47,0.54,0.48,0.53,0.48,0.48,0.49,0.50,0.50,0.55,0.50,0.64,0.64,0.47
