ID-model,GO:0003674,GO:0008527,GO:0016874,GO:0016879,GO:0016881,GO:0019787,GO:0004842,GO:0008509,GO:0004930,GO:0042578,GO:0016887,GO:0000982,GO:0001077,GO:0016462,GO:0016818,GO:0016301,GO:0017111,GO:0016772,GO:0005216,GO:0015267,GO:0022803,GO:0022838,GO:0016817,GO:0015075,GO:0016746,GO:0016773,GO:0003700,GO:0001071,GO:0004672,GO:0004888,GO:0004674,GO:0016747,GO:0016788,GO:0038023,GO:0004872,GO:0022891,GO:0022857,GO:0001228,GO:0000981,GO:0003677,GO:0016491,GO:0022892,GO:0016740,GO:0004871,GO:0060089,GO:0003823,GO:0043565,GO:0000977,GO:0001012,GO:0008324,GO:0022836,GO:0022839,GO:0016787,GO:0005215,GO:0000976,GO:0005261,GO:0005198,GO:0008233,GO:0000987,GO:0001159,GO:0046873,GO:0022890,GO:0000978,GO:0003676,GO:0046872,GO:0003824,GO:0070011,GO:0001067,GO:0000975,GO:0044212,GO:1901363,GO:0097159,GO:0043169,GO:0042803,GO:0036094,GO:0008092,GO:0043167,GO:0043168,GO:0008047,GO:0031267,GO:0017016,GO:0005543,GO:0003723,GO:0051020,GO:0005488,GO:0042802,GO:0030234,GO:0015631,GO:0008289,GO:0003729,GO:0005515,GO:0046983,GO:0005102,GO:0003682,GO:0032403,GO:0019899,GO:0046982,GO:0030674,GO:0031625,GO:0044389,GO:0060090,GO:0043566,GO:0031490,GO:0019901,GO:0019900,GO:0019904
73-3,NaN,0.97,0.95,0.97,0.98,0.99,0.69,0.99,0.96,0.91,0.76,0.93,0.50,0.78,0.77,0.82,0.79,0.77,0.86,0.87,0.87,0.87,0.77,0.88,0.93,0.82,0.90,0.87,0.83,0.90,0.92,0.93,0.85,0.88,0.87,0.84,0.84,0.89,0.90,0.79,0.92,0.83,0.70,0.85,0.81,0.84,0.81,0.77,0.81,0.83,0.89,0.89,0.65,0.80,0.83,0.85,0.72,0.78,0.59,0.76,0.83,0.83,0.50,0.75,0.72,0.58,0.77,0.78,0.78,0.71,0.62,0.61,0.61,0.50,0.58,0.74,0.61,0.73,0.59,0.73,0.74,0.71,0.74,0.74,0.52,0.49,0.59,0.79,0.64,0.64,0.59,0.53,0.63,0.58,0.63,0.53,0.50,0.49,0.50,0.63,0.53,0.53,0.49,0.54,0.58,0.60
74-1,NaN,0.79,0.72,0.72,0.72,0.72,0.74,0.50,0.82,0.65,0.58,0.58,0.53,0.61,0.61,0.73,0.61,0.70,0.57,0.57,0.57,0.57,0.61,0.57,0.79,0.70,0.82,0.82,0.71,0.77,0.72,0.82,0.65,0.77,0.76,0.56,0.56,0.54,0.63,0.79,0.78,0.56,0.74,0.73,0.73,0.74,0.66,0.57,0.57,0.55,0.52,0.52,0.64,0.55,0.58,0.53,0.70,0.65,0.50,0.50,0.53,0.53,0.50,0.71,0.61,0.67,0.64,0.59,0.59,0.59,0.67,0.66,0.58,0.53,0.47,0.53,0.55,0.58,0.54,0.53,0.53,0.53,0.56,0.52,0.54,0.51,0.58,0.50,0.57,0.54,0.53,0.49,0.59,0.62,0.52,0.52,0.48,0.50,0.55,0.55,0.50,0.55,0.50,0.48,0.50,0.52
74-2,NaN,0.83,0.95,0.90,0.90,0.90,0.89,0.59,1.00,0.94,0.79,0.50,0.50,0.87,0.87,0.97,0.87,0.99,0.73,0.73,0.73,0.73,0.87,0.79,0.87,0.96,0.94,0.94,0.96,0.99,0.91,0.90,0.93,0.99,0.95,0.77,0.91,0.50,0.65,0.95,1.00,0.77,0.97,0.97,0.97,0.79,0.75,0.50,0.50,0.84,0.71,0.71,0.87,0.90,0.50,0.80,0.84,0.82,0.50,0.50,0.87,0.87,0.50,0.89,0.81,0.88,0.78,0.51,0.51,0.51,0.81,0.80,0.74,0.47,0.62,0.68,0.64,0.70,0.62,0.58,0.58,0.55,0.82,0.58,0.65,0.53,0.59,0.54,0.53,0.63,0.68,0.48,0.67,0.58,0.52,0.55,0.48,0.56,0.50,0.50,0.56,0.48,0.49,0.51,0.55,0.49
75-1,NaN,0.71,0.65,0.65,0.65,0.66,0.68,0.54,0.70,0.56,0.63,0.53,0.48,0.58,0.58,0.84,0.60,0.85,0.57,0.57,0.57,0.57,0.58,0.62,0.59,0.86,0.47,0.47,0.89,0.64,0.91,0.61,0.62,0.63,0.60,0.61,0.60,0.48,0.51,0.64,0.68,0.60,0.72,0.65,0.65,0.50,0.44,0.50,0.50,0.68,0.59,0.59,0.57,0.59,0.49,0.64,0.57,0.58,0.47,0.47,0.71,0.70,0.47,0.70,0.50,0.63,0.61,0.61,0.60,0.60,0.67,0.67,0.51,0.49,0.50,0.47,0.49,0.56,0.59,0.54,0.54,0.65,0.85,0.56,0.44,0.46,0.68,0.46,0.58,0.71,0.39,0.51,0.48,0.55,0.48,0.51,0.52,0.60,0.55,0.55,0.60,0.44,0.49,0.48,0.52,0.48
75-2,NaN,1.00,0.97,0.98,0.98,0.98,0.98,1.00,1.00,0.99,0.97,0.89,0.88,0.97,0.97,0.99,0.97,0.99,0.96,0.96,0.96,0.96,0.97,0.96,0.94,0.98,0.93,0.93,0.98,0.99,0.98,0.94,0.94,0.98,0.98,0.95,0.96,0.90,0.88,0.93,0.98,0.95,0.96,0.98,0.98,0.83,0.89,0.88,0.88,0.94,0.93,0.93,0.93,0.92,0.85,0.90,0.91,0.87,0.76,0.82,0.89,0.93,0.77,0.90,0.86,0.89,0.85,0.80,0.79,0.79,0.80,0.79,0.80,0.66,0.58,0.75,0.67,0.71,0.70,0.80,0.77,0.79,0.86,0.81,0.73,0.60,0.72,0.78,0.74,0.72,0.69,0.54,0.75,0.85,0.62,0.66,0.47,0.59,0.54,0.54,0.59,0.75,0.49,0.51,0.55,0.55
79-1,NaN,1.00,0.83,0.80,0.80,0.80,0.53,0.99,0.96,0.94,0.84,0.81,0.49,0.89,0.89,0.96,0.88,0.96,0.81,0.86,0.86,0.86,0.89,0.89,0.86,0.99,0.80,0.84,0.99,0.99,0.87,0.85,0.96,0.99,0.99,0.87,0.87,0.76,0.81,0.78,0.99,0.87,0.94,0.99,0.99,0.73,0.68,0.61,0.67,0.77,0.82,0.82,0.88,0.84,0.66,0.71,0.76,0.78,0.56,0.56,0.71,0.71,0.49,0.81,0.86,0.86,0.73,0.72,0.72,0.63,0.78,0.77,0.79,0.52,0.63,0.64,0.73,0.69,0.73,0.72,0.72,0.67,0.70,0.73,0.70,0.53,0.75,0.63,0.62,0.63,0.61,0.51,0.62,0.51,0.60,0.54,0.49,0.60,0.50,0.49,0.63,0.49,0.49,0.50,0.51,0.51
79-2,NaN,0.79,0.80,0.77,0.77,0.77,0.50,0.65,0.75,0.95,0.85,0.80,0.50,0.87,0.87,0.94,0.87,0.95,0.64,0.64,0.64,0.64,0.87,0.71,0.66,0.97,0.79,0.81,0.97,0.79,0.84,0.63,0.97,0.79,0.81,0.70,0.70,0.76,0.80,0.71,0.78,0.70,0.84,0.81,0.80,0.74,0.70,0.62,0.68,0.70,0.63,0.63,0.87,0.68,0.68,0.65,0.74,0.70,0.58,0.58,0.69,0.69,0.50,0.73,0.83,0.81,0.64,0.70,0.70,0.62,0.70,0.69,0.78,0.50,0.67,0.63,0.73,0.68,0.57,0.58,0.58,0.61,0.62,0.58,0.62,0.52,0.53,0.60,0.59,0.58,0.59,0.52,0.55,0.52,0.51,0.51,0.50,0.50,0.50,0.50,0.49,0.52,0.50,0.52,0.51,0.49
79-3,NaN,1.00,0.90,0.84,0.84,0.84,0.53,0.99,1.00,0.99,0.87,0.81,0.49,0.89,0.89,0.99,0.88,0.99,0.89,0.94,0.94,0.94,0.88,0.95,0.91,0.99,0.80,0.84,0.99,0.96,0.99,0.89,0.99,0.96,0.96,0.93,0.93,0.76,0.81,0.89,0.99,0.93,0.96,0.96,0.96,0.74,0.68,0.61,0.67,0.86,0.87,0.87,0.90,0.90,0.66,0.83,0.84,0.86,0.56,0.56,0.75,0.75,0.49,0.87,0.85,0.90,0.83,0.72,0.72,0.63,0.83,0.82,0.75,0.52,0.75,0.72,0.69,0.76,0.64,0.77,0.77,0.71,0.74,0.78,0.76,0.50,0.70,0.63,0.65,0.61,0.65,0.52,0.63,0.51,0.58,0.58,0.49,0.60,0.49,0.57,0.63,0.49,0.49,0.53,0.53,0.53
80-1,NaN,0.96,0.76,0.81,0.81,0.81,0.79,0.50,0.96,0.70,0.63,0.58,0.53,0.66,0.65,0.78,0.67,0.75,0.59,0.59,0.59,0.59,0.65,0.59,0.83,0.76,0.79,0.79,0.77,0.88,0.76,0.86,0.70,0.88,0.86,0.58,0.58,0.54,0.63,0.83,0.81,0.57,0.78,0.84,0.84,0.74,0.68,0.58,0.58,0.58,0.55,0.55,0.69,0.58,0.58,0.57,0.70,0.65,0.50,0.50,0.53,0.53,0.50,0.75,0.64,0.72,0.64,0.59,0.59,0.59,0.71,0.71,0.61,0.53,0.52,0.53,0.57,0.61,0.54,0.53,0.53,0.53,0.58,0.52,0.55,0.51,0.62,0.50,0.57,0.57,0.53,0.49,0.59,0.62,0.52,0.52,0.48,0.53,0.55,0.55,0.53,0.55,0.50,0.48,0.50,0.52
80-2,NaN,0.83,0.99,0.95,0.95,0.95,0.94,0.64,1.00,0.99,0.84,0.53,0.50,0.90,0.90,0.97,0.90,0.99,0.76,0.76,0.76,0.76,0.90,0.81,0.95,0.96,0.93,0.93,0.96,0.99,0.95,0.90,0.96,0.99,0.95,0.79,0.91,0.50,0.65,0.95,1.00,0.79,0.98,0.98,0.98,0.79,0.76,0.51,0.51,0.87,0.74,0.74,0.89,0.90,0.52,0.84,0.84,0.82,0.50,0.50,0.87,0.87,0.50,0.90,0.85,0.90,0.78,0.52,0.52,0.52,0.82,0.81,0.77,0.47,0.66,0.68,0.67,0.74,0.61,0.61,0.61,0.59,0.83,0.61,0.65,0.52,0.61,0.54,0.56,0.63,0.68,0.48,0.67,0.62,0.52,0.55,0.48,0.56,0.50,0.50,0.56,0.48,0.49,0.51,0.55,0.49
81-1,NaN,0.96,0.73,0.68,0.68,0.68,0.65,0.75,1.00,0.94,0.85,0.50,0.50,0.85,0.85,0.96,0.84,0.97,0.67,0.77,0.77,0.67,0.85,0.86,0.66,0.96,0.79,0.79,0.96,0.93,0.95,0.63,0.86,0.93,0.94,0.84,0.86,0.50,0.53,0.66,0.89,0.85,0.89,0.95,0.95,0.74,0.69,0.50,0.50,0.70,0.64,0.64,0.83,0.84,0.50,0.61,0.62,0.83,0.50,0.50,0.73,0.73,0.50,0.63,0.79,0.81,0.70,0.50,0.50,0.50,0.61,0.61,0.75,0.50,0.54,0.67,0.66,0.51,0.59,0.53,0.53,0.50,0.55,0.53,0.61,0.53,0.58,0.50,0.53,0.51,0.63,0.49,0.56,0.54,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50
81-2,NaN,0.96,0.73,0.68,0.68,0.68,0.65,0.75,1.00,0.94,0.85,0.50,0.50,0.85,0.85,0.96,0.84,0.97,0.67,0.77,0.77,0.67,0.85,0.86,0.66,0.96,0.79,0.79,0.96,0.93,0.95,0.63,0.86,0.93,0.94,0.84,0.86,0.50,0.53,0.66,0.89,0.85,0.89,0.95,0.95,0.74,0.69,0.50,0.50,0.70,0.64,0.64,0.83,0.84,0.50,0.61,0.62,0.83,0.50,0.50,0.73,0.73,0.50,0.63,0.79,0.81,0.70,0.50,0.50,0.50,0.61,0.61,0.75,0.50,0.54,0.67,0.66,0.51,0.59,0.53,0.53,0.50,0.55,0.53,0.61,0.53,0.58,0.50,0.53,0.51,0.63,0.49,0.56,0.54,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50
82-1,NaN,1.00,0.98,0.98,0.98,0.98,0.99,0.99,0.98,0.98,0.91,0.93,0.93,0.93,0.93,0.91,0.93,0.91,0.96,0.96,0.96,0.96,0.93,0.96,0.95,0.91,0.93,0.93,0.92,0.97,0.94,0.95,0.94,0.97,0.96,0.94,0.94,0.89,0.90,0.85,0.95,0.95,0.89,0.94,0.95,0.84,0.83,0.82,0.82,0.89,0.87,0.87,0.85,0.92,0.86,0.86,0.82,0.81,0.81,0.81,0.78,0.78,0.77,0.76,0.90,0.85,0.77,0.77,0.77,0.77,0.73,0.72,0.85,0.64,0.79,0.79,0.78,0.76,0.72,0.68,0.68,0.63,0.71,0.69,0.65,0.61,0.70,0.75,0.62,0.67,0.66,0.59,0.60,0.61,0.61,0.51,0.67,0.59,0.48,0.48,0.58,0.64,0.45,0.49,0.51,0.51
83-1,NaN,1.00,1.00,1.00,1.00,1.00,1.00,0.99,1.00,0.99,0.92,0.91,0.93,0.94,0.94,0.96,0.93,0.96,0.96,0.96,0.96,0.96,0.94,0.96,0.94,0.95,0.90,0.90,0.95,0.99,0.95,0.94,0.93,0.99,0.98,0.96,0.96,0.91,0.92,0.92,0.98,0.95,0.95,0.99,0.99,0.74,0.94,0.89,0.91,0.91,0.96,0.92,0.87,0.94,0.91,0.90,0.88,0.85,0.82,0.82,0.88,0.88,0.81,0.89,0.84,0.88,0.82,0.82,0.82,0.82,0.74,0.74,0.79,0.58,0.70,0.90,0.65,0.75,0.75,0.84,0.82,0.78,0.88,0.82,0.54,0.52,0.71,0.90,0.82,0.70,0.56,0.52,0.72,0.86,0.71,0.61,0.51,0.69,0.56,0.56,0.69,0.87,0.56,0.52,0.52,0.66
83-2,NaN,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.93,0.91,0.93,0.94,0.94,0.96,0.94,0.96,0.93,0.93,0.93,0.93,0.94,0.94,0.91,0.95,0.91,0.91,0.95,0.99,0.95,0.90,0.92,0.99,0.99,0.94,0.94,0.91,0.93,0.92,0.98,0.94,0.96,0.99,0.99,0.74,0.93,0.89,0.91,0.92,0.93,0.92,0.88,0.92,0.90,0.90,0.88,0.86,0.82,0.82,0.88,0.89,0.81,0.90,0.84,0.89,0.83,0.72,0.72,0.72,0.74,0.74,0.79,0.58,0.70,0.90,0.65,0.76,0.75,0.84,0.82,0.79,0.89,0.82,0.54,0.52,0.72,0.90,0.82,0.70,0.57,0.52,0.72,0.87,0.71,0.63,0.51,0.70,0.60,0.60,0.70,0.84,0.56,0.53,0.53,0.66
84-1,NaN,0.62,0.50,0.44,0.45,0.45,0.46,0.92,0.72,0.80,0.77,0.58,0.64,0.73,0.73,0.70,0.74,0.67,0.84,0.83,0.83,0.84,0.73,0.78,0.65,0.74,0.64,0.64,0.76,0.69,0.82,0.63,0.82,0.68,0.70,0.79,0.78,0.68,0.64,0.43,0.85,0.78,0.71,0.62,0.62,0.68,0.64,0.65,0.65,0.73,0.84,0.84,0.69,0.77,0.66,0.77,0.78,0.63,0.49,0.49,0.60,0.54,0.50,0.51,0.63,0.71,0.62,0.51,0.51,0.50,0.43,0.43,0.62,0.50,0.42,0.42,0.53,0.51,0.51,0.45,0.45,0.57,0.79,0.45,0.38,0.50,0.52,0.53,0.61,0.50,0.57,0.50,0.69,0.47,0.44,0.44,0.47,0.52,0.59,0.59,0.52,0.45,0.50,0.50,0.50,0.53
85-1,NaN,1.00,0.95,0.94,0.94,0.94,0.99,1.00,1.00,0.94,0.88,0.92,0.91,0.92,0.92,0.96,0.91,0.97,0.94,0.94,0.94,0.94,0.92,0.94,1.00,0.96,0.92,0.92,0.96,1.00,0.95,1.00,0.96,0.99,0.99,0.92,0.92,0.89,0.92,0.90,0.99,0.92,0.97,0.99,0.99,0.79,0.86,0.83,0.83,0.86,0.88,0.88,0.89,0.88,0.81,0.80,0.82,0.86,0.71,0.71,0.83,0.83,0.74,0.86,0.80,0.89,0.83,0.74,0.74,0.74,0.79,0.78,0.74,0.65,0.67,0.81,0.72,0.73,0.70,0.72,0.72,0.69,0.78,0.70,0.75,0.57,0.69,0.61,0.66,0.69,0.75,0.57,0.69,0.64,0.48,0.57,0.49,0.53,0.60,0.60,0.53,0.53,0.48,0.49,0.49,0.41
85-2,NaN,1.00,0.95,0.94,0.94,0.94,0.99,1.00,0.99,0.94,0.93,0.95,0.95,0.94,0.94,0.95,0.94,0.95,0.93,0.93,0.93,0.93,0.94,0.95,0.99,0.95,0.92,0.92,0.95,0.99,0.94,0.99,0.94,0.99,0.98,0.95,0.95,0.89,0.92,0.87,0.98,0.95,0.95,0.98,0.98,0.84,0.87,0.83,0.83,0.85,0.88,0.88,0.87,0.92,0.82,0.83,0.81,0.85,0.74,0.73,0.82,0.81,0.76,0.80,0.70,0.85,0.83,0.75,0.75,0.75,0.70,0.70,0.63,0.66,0.72,0.81,0.64,0.75,0.74,0.71,0.72,0.67,0.75,0.70,0.71,0.60,0.73,0.66,0.63,0.68,0.75,0.57,0.69,0.67,0.51,0.62,0.48,0.52,0.66,0.66,0.52,0.56,0.48,0.51,0.58,0.40
86-1,NaN,0.58,0.65,0.63,0.63,0.63,0.65,0.90,0.57,0.70,0.68,0.50,0.50,0.69,0.69,0.84,0.71,0.80,0.80,0.80,0.80,0.80,0.69,0.78,0.67,0.85,0.72,0.72,0.87,0.58,0.80,0.68,0.71,0.58,0.57,0.77,0.79,0.50,0.52,0.69,0.64,0.76,0.73,0.60,0.60,0.50,0.55,0.53,0.53,0.70,0.81,0.81,0.66,0.76,0.52,0.69,0.58,0.62,0.50,0.50,0.57,0.57,0.50,0.71,0.57,0.67,0.55,0.51,0.51,0.51,0.70,0.69,0.56,0.50,0.53,0.57,0.58,0.59,0.50,0.50,0.50,0.58,0.53,0.50,0.73,0.49,0.50,0.55,0.59,0.52,0.64,0.49,0.52,0.52,0.49,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50
86-2,NaN,0.58,0.65,0.63,0.63,0.63,0.65,0.90,0.57,0.70,0.68,0.50,0.50,0.69,0.69,0.84,0.71,0.80,0.80,0.80,0.80,0.80,0.69,0.78,0.67,0.85,0.72,0.72,0.87,0.58,0.80,0.68,0.71,0.58,0.57,0.77,0.79,0.50,0.52,0.69,0.64,0.76,0.73,0.60,0.60,0.50,0.55,0.53,0.53,0.70,0.81,0.81,0.66,0.76,0.52,0.69,0.58,0.62,0.50,0.50,0.57,0.57,0.50,0.71,0.57,0.67,0.55,0.51,0.51,0.51,0.70,0.69,0.56,0.50,0.53,0.57,0.58,0.59,0.50,0.50,0.50,0.58,0.53,0.50,0.73,0.49,0.50,0.55,0.59,0.52,0.64,0.49,0.52,0.52,0.49,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50
86-3,NaN,0.50,0.65,0.64,0.64,0.64,0.65,0.90,0.50,0.70,0.68,0.50,0.50,0.67,0.67,0.76,0.68,0.73,0.80,0.80,0.80,0.80,0.67,0.78,0.62,0.76,0.68,0.68,0.78,0.53,0.76,0.64,0.71,0.53,0.52,0.77,0.79,0.50,0.50,0.60,0.64,0.76,0.67,0.55,0.55,0.50,0.54,0.51,0.51,0.70,0.81,0.81,0.65,0.76,0.51,0.69,0.54,0.58,0.50,0.50,0.58,0.57,0.50,0.58,0.57,0.64,0.55,0.50,0.50,0.50,0.57,0.57,0.56,0.50,0.54,0.56,0.57,0.57,0.50,0.50,0.50,0.54,0.53,0.50,0.73,0.49,0.50,0.55,0.56,0.52,0.66,0.49,0.52,0.52,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50
87-1,NaN,0.79,0.73,0.68,0.68,0.68,0.70,0.95,0.81,1.00,0.90,0.55,0.53,0.93,0.93,0.91,0.92,0.92,0.85,0.85,0.85,0.85,0.93,0.90,0.95,0.90,0.87,0.87,0.89,0.81,0.91,0.95,0.97,0.81,0.80,0.88,0.88,0.54,0.59,0.88,0.95,0.88,0.94,0.82,0.82,0.74,0.78,0.52,0.52,0.82,0.83,0.83,0.88,0.86,0.55,0.77,0.69,0.74,0.50,0.50,0.76,0.76,0.50,0.85,0.81,0.86,0.69,0.58,0.58,0.57,0.80,0.80,0.75,0.54,0.70,0.66,0.67,0.67,0.58,0.59,0.59,0.61,0.78,0.58,0.65,0.51,0.59,0.55,0.59,0.57,0.67,0.51,0.67,0.61,0.55,0.51,0.53,0.53,0.54,0.54,0.53,0.52,0.50,0.50,0.50,0.52
87-2,NaN,0.79,0.72,0.68,0.68,0.68,0.70,0.95,0.82,0.94,0.85,0.55,0.53,0.90,0.90,0.89,0.89,0.90,0.85,0.85,0.85,0.85,0.90,0.90,0.91,0.91,0.88,0.88,0.90,0.76,0.84,0.95,0.94,0.76,0.75,0.88,0.88,0.54,0.59,0.88,0.92,0.88,0.94,0.77,0.77,0.74,0.77,0.52,0.52,0.81,0.80,0.80,0.88,0.85,0.55,0.76,0.61,0.66,0.50,0.50,0.76,0.76,0.50,0.85,0.81,0.86,0.64,0.58,0.58,0.57,0.77,0.76,0.75,0.54,0.68,0.65,0.67,0.67,0.58,0.59,0.59,0.61,0.77,0.58,0.60,0.51,0.57,0.55,0.59,0.57,0.66,0.51,0.67,0.59,0.56,0.51,0.53,0.53,0.54,0.54,0.53,0.52,0.50,0.50,0.50,0.52
87-3,NaN,1.00,0.69,0.64,0.64,0.64,0.65,0.90,1.00,0.95,0.81,0.53,0.50,0.83,0.83,0.91,0.82,0.92,0.82,0.82,0.82,0.82,0.83,0.84,0.74,0.90,0.86,0.86,0.90,0.96,0.87,0.68,0.83,0.96,0.93,0.83,0.83,0.52,0.57,0.82,0.96,0.83,0.84,0.93,0.93,0.70,0.75,0.50,0.50,0.76,0.83,0.83,0.80,0.82,0.53,0.73,0.70,0.75,0.50,0.50,0.69,0.69,0.50,0.73,0.85,0.78,0.70,0.55,0.55,0.55,0.67,0.67,0.79,0.55,0.77,0.63,0.72,0.69,0.59,0.56,0.56,0.58,0.57,0.55,0.60,0.53,0.58,0.55,0.57,0.54,0.64,0.51,0.60,0.57,0.50,0.50,0.49,0.53,0.50,0.50,0.53,0.49,0.50,0.49,0.51,0.52
88-1,NaN,1.00,0.96,0.95,0.95,0.95,0.94,0.95,0.92,1.00,0.80,0.62,0.63,0.85,0.85,0.88,0.84,0.88,0.94,0.94,0.94,0.94,0.84,0.93,0.83,0.86,0.66,0.66,0.86,0.90,0.83,0.81,0.91,0.90,0.88,0.92,0.94,0.60,0.66,0.67,0.85,0.93,0.89,0.90,0.90,0.84,0.66,0.66,0.66,0.85,0.88,0.88,0.84,0.90,0.65,0.80,0.70,0.82,0.54,0.54,0.80,0.80,0.54,0.67,0.74,0.83,0.79,0.62,0.62,0.62,0.67,0.66,0.71,0.51,0.58,0.66,0.67,0.60,0.67,0.55,0.55,0.58,0.68,0.55,0.72,0.54,0.67,0.69,0.61,0.57,0.67,0.49,0.60,0.73,0.58,0.52,0.49,0.50,0.50,0.50,0.50,0.68,0.75,0.50,0.54,0.49
89-1,NaN,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50
89-2,NaN,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50
89-3,NaN,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50
91-1,NaN,0.50,0.56,0.57,0.57,0.57,0.58,0.50,0.50,0.50,0.50,0.50,0.50,0.52,0.52,0.48,0.52,0.48,0.50,0.50,0.50,0.50,0.52,0.50,0.50,0.48,0.52,0.52,0.48,0.53,0.48,0.50,0.50,0.53,0.52,0.50,0.50,0.50,0.51,0.50,0.50,0.50,0.49,0.44,0.44,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.52,0.50,0.51,0.50,0.49,0.54,0.50,0.50,0.50,0.50,0.50,0.47,0.49,0.50,0.54,0.50,0.50,0.50,0.47,0.47,0.52,0.50,0.58,0.50,0.51,0.54,0.46,0.50,0.50,0.50,0.44,0.50,0.59,0.49,0.49,0.50,0.49,0.42,0.55,0.50,0.51,0.51,0.50,0.52,0.50,0.50,0.50,0.50,0.50,0.67,0.50,0.52,0.52,0.50
91-2,NaN,0.50,0.56,0.57,0.57,0.57,0.58,0.50,0.50,0.50,0.50,0.50,0.50,0.52,0.52,0.48,0.52,0.48,0.50,0.50,0.50,0.50,0.52,0.50,0.50,0.48,0.52,0.52,0.48,0.53,0.48,0.50,0.50,0.53,0.52,0.50,0.50,0.50,0.51,0.50,0.50,0.50,0.49,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.52,0.50,0.51,0.50,0.49,0.54,0.50,0.50,0.50,0.50,0.50,0.50,0.49,0.50,0.54,0.50,0.50,0.50,0.50,0.50,0.52,0.50,0.58,0.50,0.51,0.54,0.49,0.50,0.50,0.50,0.51,0.50,0.56,0.49,0.49,0.50,0.49,0.50,0.55,0.50,0.51,0.51,0.50,0.52,0.50,0.50,0.50,0.50,0.50,0.53,0.50,0.52,0.52,0.50
